Time,Channel A,Channel B
(us),(mV),(mV)

1.46699996,80.00122000,182.99400000
1.46799996,86.36810000,187.20780000
1.46899996,94.39590000,191.09870000
1.46999996,102.03920000,194.18980000
1.47099996,108.00630000,195.57390000
1.47199996,111.22050000,198.72660000
1.47299996,110.98980000,202.84820000
1.47399996,108.94440000,206.00090000
1.47499996,105.74560000,207.38490000
1.47599996,97.56396000,210.41460000
1.47699996,87.02940000,214.09020000
1.47799996,67.92876000,219.33440000
1.47899996,44.75270000,224.84000000
1.47999996,17.94722000,232.31420000
1.48099996,-6.82824800,240.12670000
1.48199996,-31.54220000,247.53940000
1.48299996,-51.04269000,252.81430000
1.48399996,-63.94562000,259.11970000
1.48499996,-67.62119000,264.85600000
1.48599996,-63.40735000,270.16180000
1.48699996,-52.41142000,273.83730000
1.48799996,-31.32689000,277.11300000
1.48899996,-5.41338600,279.40450000
1.48999996,31.97281000,278.35870000
1.49099996,72.57320000,274.22180000
1.49199996,115.74190000,268.73150000
1.49299996,152.91280000,262.76450000
1.49399996,180.96390000,257.27420000
1.49499996,194.26670000,253.13730000
1.49599996,194.31290000,252.15300000
1.49699996,181.24080000,254.67520000
1.49799996,152.32840000,256.84360000
1.49899996,113.78870000,258.21230000
1.49999996,65.48351000,262.30310000
1.50099996,17.54737000,267.80880000
1.50199996,-31.94205000,276.20570000
1.50299996,-72.77312000,285.38690000
1.50399996,-102.97740000,298.28990000
1.50499996,-116.51080000,312.28470000
1.50599996,-113.41970000,324.26490000
1.50699996,-94.61121000,332.06200000
1.50799996,-57.04047000,335.21470000
1.50899996,-8.64296200,332.92320000
1.50999996,49.53555000,327.26380000
1.51099996,105.74560000,318.75920000
1.51199996,158.66450000,312.33080000
1.51299996,197.91150000,309.36270000
1.51399996,219.45740000,304.10310000
1.51499996,218.99600000,297.90540000
1.51599996,199.66470000,293.35320000
1.51699996,165.49270000,290.81570000
1.51799996,112.68150000,293.96840000
1.51899996,51.87315000,302.01150000
1.51999996,-10.74988000,312.80760000
1.52099996,-62.82296000,324.28020000
1.52199996,-104.76130000,337.01400000
1.52299996,-127.93740000,348.02530000
1.52399996,-132.30500000,360.92830000
1.52499996,-117.17210000,373.09300000
1.52599996,-80.37032000,380.52100000
1.52699996,-28.97392000,381.42840000
1.52799996,29.45066000,382.47410000
1.52899996,83.58452000,383.39690000
1.52999996,133.24310000,378.02960000
1.53099996,168.56850000,367.46430000
1.53199996,185.97750000,357.65250000
1.53299996,182.31730000,350.31680000
1.53399996,156.26540000,342.78110000
1.53499996,112.66610000,336.58340000
1.53599996,58.56299000,334.41500000
1.53699996,4.42913300,336.72180000
1.53799996,-49.48942000,341.04330000
1.53899996,-92.39665000,346.54900000
1.53999996,-121.60120000,355.13040000
1.54099996,-131.47450000,364.98830000
1.54199996,-120.66310000,374.81540000
1.54299996,-91.28937000,382.84320000
1.54399996,-45.90612000,387.16470000
1.54499996,6.62832200,386.93400000
1.54599996,63.99175000,383.55070000
1.54699996,115.17290000,377.35300000
1.54799996,154.12770000,370.98610000
1.54899996,173.39750000,365.94180000
1.54999996,173.33600000,357.29880000
1.55099996,153.83550000,346.73350000
1.55199996,115.98790000,340.24360000
1.55299996,67.11368000,339.10550000
1.55399996,10.85753000,338.12130000
1.55499996,-41.90760000,337.65990000
1.55599996,-87.18319000,340.85870000
1.55699996,-115.84950000,347.05650000
1.55799996,-129.87510000,353.60790000
1.55899996,-126.43020000,359.34420000
1.55999996,-102.48520000,364.77300000
1.56099996,-62.33083000,368.90990000
1.56199996,-15.70189000,369.95570000
1.56299996,28.57406000,367.66420000
1.56399996,71.74274000,364.45000000
1.56499996,105.23810000,361.00510000
1.56599996,124.69240000,354.46910000
1.56699996,126.29180000,345.96450000
1.56799996,112.09710000,340.53580000
1.56899996,84.55339000,339.16710000
1.56999996,46.70583000,338.16740000
1.57099996,5.87475300,337.93670000
1.57199996,-36.30967000,340.04360000
1.57299996,-71.63509000,343.94990000
1.57399996,-96.47206000,349.37870000
1.57499996,-105.86860000,355.34570000
1.57599996,-101.31640000,360.71300000
1.57699996,-83.18466000,364.38850000
1.57799996,-55.96395000,367.60270000
1.57899996,-24.52940000,369.66350000
1.57999996,7.88939400,369.72500000
1.58099996,34.97170000,367.89490000
1.58199996,56.57911000,363.45040000
1.58299996,68.51316000,357.02200000
1.58399996,68.39013000,352.76200000
1.58499996,55.99471000,351.62400000
1.58599996,36.37119000,348.40980000
1.58699996,12.96444000,343.81150000
1.58799996,-13.02596000,342.64270000
1.58899996,-36.66338000,344.93410000
1.58999996,-55.11811000,348.27140000
1.59099996,-64.99138000,352.16230000
1.59199995,-64.80684000,356.49910000
1.59299995,-54.25689000,360.39000000
1.59399995,-38.83181000,363.66570000
1.59499995,-20.93073000,365.72650000
1.59599995,-3.52177600,365.78800000
1.59699995,10.24237000,363.95790000
1.59799995,18.90071000,359.63640000
1.59899995,20.73080000,353.66940000
1.59999995,16.47084000,347.17950000
1.60099995,7.05893100,341.44310000
1.60199995,-9.24274100,336.07590000
1.60299995,-29.43528000,332.16960000
1.60399995,-47.95152000,330.12420000
1.60499995,-61.48499000,330.58560000
1.60599995,-70.18946000,330.64710000
1.60699995,-72.49631000,330.41640000
1.60799995,-65.94488000,331.58520000
1.60899995,-51.71936000,334.12270000
1.60999995,-34.18737000,334.16890000
1.61099995,-16.28629000,331.87740000
1.61199995,-1.10728300,329.70900000
1.61299995,8.53530900,328.10960000
1.61399995,12.91831000,325.01840000
1.61499995,11.30352000,321.34290000
1.61599995,1.61478800,315.97560000
1.61699995,-14.22552000,310.00860000
1.61799995,-33.72601000,304.57980000
1.61899995,-53.22650000,300.67360000
1.61999995,-71.69659000,298.56670000
1.62099995,-85.69143000,298.79740000
1.62199995,-92.22748000,300.02760000
1.62299995,-90.16670000,302.33450000
1.62399995,-80.41646000,303.50330000
1.62499995,-64.80684000,303.50330000
1.62599995,-44.18369000,302.44210000
1.62699995,-22.39173000,300.61210000
1.62799995,-2.81434500,297.58240000
1.62899995,10.94980000,294.36820000
1.62999995,17.37820000,286.77100000
1.63099995,15.07136000,276.22110000
1.63199995,6.42839500,268.73150000
1.63299995,-6.87438400,265.99410000
1.63399995,-26.32874000,260.79600000
1.63499995,-48.12069000,254.59830000
1.63599995,-68.80536000,250.21530000
1.63699995,-84.64566000,248.38520000
1.63799995,-93.28863000,248.44670000
1.63899995,-93.05794000,250.50750000
1.63999995,-85.39924000,254.01390000
1.64099995,-71.63509000,258.84290000
1.64199995,-53.22650000,258.90440000
1.64299995,-33.72601000,254.30610000
1.64399995,-14.16400000,249.98460000
1.64499995,1.90698800,246.77040000
1.64599995,10.54995000,240.40350000
1.64699995,10.08858000,232.37570000
1.64799995,3.66018700,224.96310000
1.64899995,-7.35113100,219.91880000
1.64999995,-26.91314000,212.50610000
1.65099995,-51.47330000,204.47830000
1.65199995,-72.09646000,197.98840000
1.65299995,-84.93787000,194.31290000
1.65399995,-94.58046000,192.26750000
1.65499995,-98.93269000,192.49810000
1.65599995,-94.61121000,193.85150000
1.65699995,-82.44647000,196.60430000
1.65799995,-66.20631000,195.62010000
1.65899995,-49.01267000,191.25240000
1.65999995,-29.43528000,186.86940000
1.66099995,-11.07283000,183.20930000
1.66199995,-0.15378940,179.05690000
1.66299995,1.44562000,175.62740000
1.66399995,-4.04466000,170.42940000
1.66499995,-15.74803000,164.92370000
1.66599995,-33.09547000,157.32650000
1.66699995,-52.82664000,149.06800000
1.66799995,-72.21949000,143.74690000
1.66899995,-87.35236000,142.60890000
1.66999995,-100.37830000,140.62500000
1.67099995,-108.88290000,138.54880000
1.67199995,-107.82170000,137.62610000
1.67299995,-97.50246000,138.31820000
1.67399995,-82.30807000,136.27280000
1.67499995,-65.09904000,132.13580000
1.67599995,-44.49126000,127.93740000
1.67699995,-24.28334000,124.72320000
1.67799995,-10.21161000,118.31020000
1.67899995,-4.93663800,110.03630000
1.67999995,-4.99815400,103.66940000
1.68099995,-10.50381000,100.70130000
1.68199995,-23.46826000,95.44168000
1.68299995,-41.36934000,89.24397000
1.68399995,-60.82369000,84.92249000
1.68499995,-78.01734000,83.32308000
1.68599995,-94.25750000,82.38496000
1.68699995,-106.42220000,82.61565000
1.68799995,-110.69760000,82.80019000
1.68899995,-106.09930000,83.26156000
1.68999995,-97.45631000,81.21616000
1.69099995,-86.44500000,77.30991000
1.69199995,-69.15908000,71.94266000
1.69299995,-48.95115000,66.20631000
1.69399995,-31.60371000,59.83944000
1.69499995,-20.36171000,54.33378000
1.69599995,-12.88755000,48.08994000
1.69699995,-10.82677000,42.81496000
1.69799995,-15.20977000,35.40231000
1.69899995,-25.31373000,27.58981000
1.69999995,-38.33969000,20.00800000
1.70099995,-51.87315000,14.04097000
1.70199995,-66.00639000,10.93442000
1.70299995,-78.17113000,11.64185000
1.70399995,-84.70718000,11.93405000
1.70499995,-84.47649000,12.39542000
1.70599995,-78.98621000,10.28851000
1.70699995,-69.12832000,6.15157400
1.70799995,-56.10236000,1.89160900
1.70899995,-42.32283000,-1.53789400
1.70999995,-29.35839000,-6.85900500
1.71099995,-19.73118000,-12.82603000
1.71199995,-13.24126000,-18.02411000
1.71299995,-11.18049000,-20.99225000
1.71399995,-14.44082000,-27.35913000
1.71499995,-22.48400000,-35.63300000
1.71599995,-33.28002000,-42.04601000
1.71699995,-44.75270000,-45.26021000
1.71799995,-57.67101000,-49.52017000
1.71899995,-69.35900000,-53.88779000
1.71999995,-78.89394000,-54.76439000
1.72099995,-83.92285000,-51.53481000
1.72199995,-89.30549000,-52.41142000
1.72299995,-93.88840000,-56.77903000
1.72399995,-92.71961000,-61.16203000
1.72499995,-85.82984000,-64.82221000
1.72599995,-80.23191000,-69.03605000
1.72699995,-76.55634000,-72.69623000
1.72799995,-73.21912000,-76.78703000
1.72899995,-70.69697000,-80.00122000
1.72999995,-72.91154000,-86.36810000
1.73099995,-79.58599000,-94.39590000
1.73199995,-85.01476000,-101.93160000
1.73299995,-88.21358000,-107.43720000
1.73399995,-93.59621000,-112.74300000
1.73499995,-100.02460000,-116.64920000
1.73599995,-103.28490000,-118.57160000
1.73699995,-102.82360000,-117.64890000
1.73799995,-101.77780000,-119.63270000
1.73899995,-100.40910000,-123.76970000
1.73999995,-95.21099000,-127.96810000
1.74099995,-87.64455000,-131.18230000
1.74199995,-76.83316000,-137.59540000
1.74299995,-64.89912000,-145.86920000
1.74399995,-54.08772000,-152.17460000
1.74499995,-46.52128000,-154.91200000
1.74599995,-41.44623000,-161.17120000
1.74699995,-40.53888000,-169.19910000
1.74799995,-37.49385000,-176.67320000
1.74899995,-33.37229000,-181.94820000
1.74999995,-30.15809000,-188.37660000
1.75099995,-28.55869000,-194.57430000
1.75199995,-26.55942000,-197.66550000
1.75299995,-24.96001000,-196.74270000
1.75399995,-21.86885000,-197.55780000
1.75499995,-18.19328000,-199.38790000
1.75599995,-12.76452000,-202.54060000
1.75699995,-6.56680600,-206.21620000
1.75799995,-2.24532500,-211.64490000
1.75899995,-0.64591530,-217.84260000
1.75999995,0.41523130,-222.04110000
1.76099995,0.64591530,-223.17910000
1.76199995,-1.58403000,-226.22420000
1.76299995,-5.95164800,-230.11500000
1.76399995,-9.04281500,-234.45190000
1.76499995,-9.95017100,-238.34270000
1.76599995,-15.25591000,-241.55690000
1.76699995,-23.76046000,-243.38700000
1.76799995,-30.23499000,-244.32520000
1.76899995,-33.44918000,-243.86380000
1.76999995,-37.60150000,-244.84800000
1.77099995,-41.49237000,-246.92420000
1.77199995,-44.58353000,-249.07720000
1.77299995,-45.96764000,-250.92270000
1.77399995,-48.99729000,-253.07580000
1.77499995,-52.67286000,-255.15190000
1.77599995,-57.97859000,-256.07460000
1.77699995,-63.71493000,-255.38260000
1.77799995,-70.20484000,-257.42800000
1.77899995,-76.17187000,-261.56490000
1.77999995,-80.37032000,-265.94790000
1.78099995,-81.73905000,-269.83880000
1.78199995,-83.84596000,-272.99150000
1.78299995,-86.13742000,-274.59090000
1.78399995,-86.19894000,-276.59010000
1.78499995,-84.13816000,-278.18960000
1.78599995,-80.92397000,-281.34230000
1.78699995,-77.24840000,-285.23310000
1.78799995,-71.94266000,-289.44700000
1.78899995,-66.20631000,-292.87650000
1.78999995,-59.83944000,-298.19760000
1.79099995,-54.33378000,-304.16460000
1.79199995,-47.96690000,-309.48570000
1.79299995,-42.23056000,-312.91520000
1.79399995,-36.97096000,-317.06750000
1.79499995,-33.54146000,-320.72770000
1.79599995,-29.38915000,-324.94150000
1.79699995,-25.72896000,-328.60170000
1.79799995,-21.63816000,-332.87710000
1.79899995,-18.42397000,-336.76790000
1.79999995,-12.01095000,-339.85910000
1.80099995,-3.73708200,-341.24320000
1.80199995,2.56828200,-344.33440000
1.80299995,5.30573300,-348.22530000
1.80399995,11.61110000,-352.56210000
1.80499995,19.88497000,-356.45300000
1.80599995,26.42101000,-359.60570000
1.80699995,30.09658000,-361.20510000
1.80799995,32.18811000,-363.25050000
1.80899995,32.18811000,-365.09590000
1.80999995,29.97355000,-367.24900000
1.81099995,25.83661000,-369.32510000
1.81199995,21.51513000,-370.37090000
1.81299995,17.85494000,-370.14020000
1.81399995,13.57960000,-370.20180000
1.81499995,9.68872900,-370.66310000
1.81599995,6.59756400,-368.38700000
1.81699995,5.21345900,-363.55810000
1.81799995,2.01464100,-362.49690000
1.81899995,-2.35297700,-365.49580000
1.81999995,-4.39837600,-365.55730000
1.82099995,-3.47564000,-362.78910000
1.82199995,-5.45952300,-362.78910000
1.82299995,-9.59645700,-365.55730000
1.82399995,-13.85642000,-365.55730000
1.82499995,-17.28592000,-362.78910000
1.82599995,-22.60704000,-362.72760000
1.82699995,-28.57406000,-365.26510000
1.82799995,-33.89517000,-366.43390000
1.82899995,-37.32468000,-366.20320000
1.82999995,-41.58464000,-366.20320000
1.83099995,-45.72158000,-366.43390000
1.83199995,-47.89001000,-365.26510000
1.83299995,-47.65932000,-362.72760000
1.83399995,-46.59818000,-362.68150000
1.83499995,-44.99877000,-364.97290000
1.83599995,-40.73880000,-367.14140000
1.83699995,-34.77177000,-368.74080000
1.83799995,-28.34338000,-372.00110000
1.83899995,-22.83772000,-376.36870000
1.83999995,-16.40932000,-378.47560000
1.84099995,-10.44230000,-377.78360000
1.84199995,-6.30536400,-378.66020000
1.84299995,-5.16732200,-380.49030000
1.84399995,-2.06077700,-383.76600000
1.84499995,2.06077700,-387.88750000
1.84599995,5.21345900,-391.28630000
1.84699995,6.59756400,-393.57770000
1.84799995,9.62721400,-392.23970000
1.84899995,13.30278000,-386.94940000
1.84999995,18.60851000,-386.82640000
1.85099995,24.34486000,-391.65540000
1.85199995,30.77325000,-395.10030000
1.85299995,36.50959000,-396.93030000
1.85399995,41.76919000,-397.93000000
1.85499995,45.19869000,-397.69930000
1.85599995,49.45866000,-397.63780000
1.85699995,53.59559000,-397.63780000
1.85799995,55.70251000,-397.63780000
1.85899995,55.24114000,-397.63780000
1.85999995,55.17962000,-397.69930000
1.86099995,55.41031000,-397.93000000
1.86199995,54.41068000,-396.93030000
1.86299995,52.58058000,-395.10030000
1.86399995,49.36639000,-391.82450000
1.86499995,45.47551000,-387.70300000
1.86599995,41.09252000,-384.48880000
1.86699995,36.95558000,-382.88940000
1.86799995,34.97170000,-380.84400000
1.86899995,35.89444000,-378.99850000
1.86999995,33.84904000,-376.95310000
1.87099995,29.48142000,-375.35370000
1.87199995,26.22109000,-372.09340000
1.87299995,24.62168000,-367.72570000
1.87399995,22.57628000,-365.68040000
1.87499995,20.73080000,-366.60310000
1.87599995,18.68541000,-364.49620000
1.87699995,17.08600000,-359.91320000
1.87799995,13.82566000,-357.86790000
1.87899995,9.45804600,-359.02120000
1.87999995,7.28961600,-355.74560000
1.88099995,7.75098400,-348.62510000
1.88199995,7.87401500,-346.51820000
1.88299995,7.87401500,-349.97850000
1.88399995,7.87401500,-349.04030000
1.88499995,7.87401500,-344.21130000
1.88599995,7.75098400,-341.99680000
1.88699995,7.28961600,-342.68880000
1.88799995,9.39653000,-341.70460000
1.88899995,13.53346000,-339.39770000
1.88999995,17.79343000,-338.29050000
1.89099995,21.22293000,-338.52110000
1.89199995,26.54404000,-338.64420000
1.89299995,32.51107000,-338.87480000
1.89399995,37.83218000,-337.82910000
1.89499995,41.26168000,-335.75290000
1.89599995,45.41400000,-333.53840000
1.89699995,49.07418000,-331.46220000
1.89799995,53.28801000,-330.47800000
1.89899995,56.94820000,-330.93930000
1.89999995,61.22355000,-329.89360000
1.90099995,65.11441000,-327.58670000
1.90199995,68.32861000,-326.60250000
1.90299995,70.15871000,-327.29450000
1.90399995,71.09682000,-325.18760000
1.90499995,70.63545000,-320.82000000
1.90599995,71.61971000,-317.49810000
1.90699995,73.69586000,-315.66800000
1.90799995,75.91043000,-314.79140000
1.90899995,77.98659000,-315.48350000
1.90999995,79.03235000,-313.49960000
1.91099995,78.80167000,-309.59340000
1.91199995,78.80167000,-304.04160000
1.91299995,79.03235000,-297.61320000
1.91399995,77.92506000,-294.52200000
1.91499995,75.61823000,-295.67540000
1.91599995,74.69550000,-293.75310000
1.91699995,75.61823000,-289.61610000
1.91799995,72.46555000,-285.41770000
1.91899995,66.03716000,-282.20350000
1.91999995,60.54687000,-275.72890000
1.92099995,56.87131000,-267.22440000
1.92199995,53.78014000,-261.98020000
1.92299995,52.18073000,-261.30350000
1.92399995,50.13533000,-257.27420000
1.92499995,48.28986000,-251.30720000
1.92599995,46.19833000,-244.81730000
1.92699995,44.35285000,-239.08090000
1.92799995,42.13828000,-233.77520000
1.92899995,39.84682000,-230.09960000
1.92999995,39.89296000,-227.07000000
1.93099995,42.43048000,-225.68590000
1.93199995,43.59928000,-222.53320000
1.93299995,43.36860000,-218.41170000
1.93399995,43.24557000,-215.30510000
1.93499995,43.01488000,-214.16710000
1.93599995,44.12217000,-209.90710000
1.93699995,46.42901000,-203.47870000
1.93799995,47.41326000,-199.15720000
1.93899995,46.72121000,-197.78850000
1.93999995,48.82812000,-195.85080000
1.94099995,53.19574000,-194.25130000
1.94199995,56.39456000,-191.16020000
1.94299995,57.77866000,-187.48460000
1.94399995,60.86983000,-181.99430000
1.94499994,64.76070000,-175.56590000
1.94599994,69.03605000,-172.41330000
1.94699994,72.69623000,-173.33600000
1.94799994,76.97158000,-172.52090000
1.94899994,80.86244000,-170.69080000
1.94999994,83.95361000,-167.47660000
1.95099994,85.33772000,-163.58570000
1.95199994,88.53653000,-159.24890000
1.95299994,92.90415000,-155.35800000
1.95399994,95.01106000,-152.26680000
1.95499994,94.31902000,-150.88270000
1.95599994,95.36478000,-147.79160000
1.95699994,97.90231000,-143.90070000
1.95799994,97.94844000,-139.68690000
1.95899994,95.65698000,-136.25740000
1.95999994,93.38090000,-130.87470000
1.96099994,91.30474000,-124.67700000
1.96199994,90.32050000,-120.54010000
1.96299994,90.78186000,-119.61740000
1.96399994,89.73609000,-115.48040000
1.96499994,87.42925000,-109.28270000
1.96599994,86.44500000,-104.02310000
1.96699994,87.13705000,-101.05500000
1.96799994,85.03014000,-94.62659000
1.96899994,80.66252000,-86.12204000
1.96999994,77.46371000,-80.87783000
1.97099994,76.07960000,-80.20115000
1.97199994,72.98843000,-76.17187000
1.97299994,69.09756000,-70.20484000
1.97399994,64.71456000,-63.77644000
1.97499994,60.57763000,-58.27079000
1.97599994,58.53223000,-51.90391000
1.97699994,59.22428000,-46.16756000
1.97799994,58.24003000,-40.96949000
1.97899994,55.93319000,-37.77067000
1.97999994,54.82590000,-32.51107000
1.98099994,55.05659000,-26.54404000
1.98199994,55.11811000,-21.22293000
1.98299994,55.11811000,-17.79343000
1.98399994,54.99508000,-13.64112000
1.98499994,54.53371000,-9.98092900
1.98599994,56.70214000,-5.70558500
1.98699994,61.06976000,-1.81471400
1.98799994,64.33009000,1.27645200
1.98899994,65.92950000,2.66055600
1.98999994,67.97490000,5.69020700
1.99099994,69.82037000,9.36577200
1.99199994,71.91190000,14.79454000
1.99299994,73.75738000,20.99225000
1.99399994,75.84891000,25.19070000
1.99499994,77.69438000,26.32874000
1.99599994,79.78593000,29.37377000
1.99699994,81.63139000,33.26464000
1.99799994,83.72293000,37.53998000
1.99899994,85.56840000,41.20017000
1.99999994,87.65993000,45.41400000
2.00099994,89.50541000,49.07418000
2.00199994,91.59694000,53.34953000
2.00299994,93.44241000,57.24040000
2.00399994,95.65698000,60.33157000
2.00499994,97.94844000,61.71567000
2.00599994,97.84079000,64.74532000
2.00699994,95.07259000,68.42088000
